location,Graz,Graz,Graz,Graz,Graz,Graz,Graz,Graz,Graz,Graz,Graz
lat,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876
lon,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172
asl,369.365,369.365,369.365,369.365,369.365,369.365,369.365,369.365,369.365,369.365,369.365
variable,Temperature,Sunshine Duration,Shortwave Radiation,Direct Shortwave Radiation,Diffuse Shortwave Radiation,Precipitation Total,Snowfall Amount,Relative Humidity,Cloud Cover Total,Wind Speed,Wind Direction
unit,°C,min,W/m²,W/m²,W/m²,mm,cm,%,%,km/h,°
level,2 m elevation corrected,sfc,sfc,sfc,sfc,sfc,sfc,2 m,sfc,10 m,10 m
resolution,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None,None,None,None,None,None
timestamp,Graz Temperature [2 m elevation corrected],Graz Sunshine Duration,Graz Shortwave Radiation,Graz Direct Shortwave Radiation,Graz Diffuse Shortwave Radiation,Graz Precipitation Total,Graz Snowfall Amount,Graz Relative Humidity [2 m],Graz Cloud Cover Total,Graz Wind Speed [10 m],Graz Wind Direction [10 m]
20200913T0700,16.51137,28.05,6.23,5.837531,0.3924689,0.0,0.0,84.0,0.0,7.0911775,336.0375
20200913T0800,17.92137,60.0,125.49,67.97357,57.516422,0.0,0.0,81.0,0.0,4.510787,331.38956
20200913T0900,20.97137,60.0,288.36,165.09125,123.268745,0.0,0.0,75.0,0.0,2.4149535,333.43497
20200913T1000,23.54137,60.0,437.88,262.7043,175.17569,0.0,0.0,66.0,0.0,1.8,143.1301
20200913T1100,25.42137,53.61702,548.24,341.04724,207.19276,0.0,0.0,52.0,10.0,3.396233,122.00538
20200913T1200,26.331371,53.61702,622.11,399.0829,223.0271,0.0,0.0,47.0,10.0,4.0249224,116.56505
20200913T1300,26.98137,60.0,676.39996,436.18558,240.21439,0.0,0.0,45.0,0.0,4.0249224,116.56505
20200913T1400,26.45137,60.0,646.14,426.1606,219.9794,0.0,0.0,50.0,0.0,2.9024127,150.25511
20200913T1500,26.95137,60.0,632.79,401.66193,231.12804,0.0,0.0,49.0,0.0,2.5959969,146.30994
20200913T1600,27.071371,60.0,539.33997,333.23157,206.10838,0.0,0.0,48.0,0.0,1.5273507,135.0
20200913T1700,26.96137,60.0,415.63,247.05832,168.57169,0.0,0.0,48.0,0.0,1.484318,104.03624
20200913T1800,26.62137,59.234043,266.11,150.63075,115.47923,0.0,0.0,50.0,1.2,1.484318,104.03624
20200913T1900,25.84137,60.0,96.119995,51.392166,44.72783,0.0,0.0,52.0,0.0,1.2979984,33.690063
20200913T2000,25.20137,14.625284,0.89,0.17858309,0.7114169,0.0,0.0,56.0,0.90000004,3.6,360.0
20200913T2100,24.38137,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,6.130579,356.63354
20200913T2200,23.12137,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,6.4799995,360.0
20200913T2300,22.52137,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,5.4833565,336.8014
20200914T0000,22.02137,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,6.1305785,319.76367
20200914T0100,21.60137,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,6.638072,319.3987
20200914T0200,21.22137,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,6.489992,326.30994
20200914T0300,20.73137,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,6.6087217,330.64227
20200914T0400,20.21137,0.0,0.0,0.0,0.0,0.0,0.0,73.0,3.0,5.95906,334.98312
20200914T0500,19.73137,0.0,0.0,0.0,0.0,0.0,0.0,74.0,2.7,5.4833565,336.8014
20200914T0600,19.36137,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,6.439876,333.43497
20200914T0700,19.02137,25.709503,7.12,3.8673184,3.2526815,0.0,0.0,75.0,3.6000001,6.151683,339.44397
20200914T0800,19.411371,56.55319,133.5,72.21901,61.280994,0.0,0.0,76.0,5.4,4.510787,331.38956
20200914T0900,21.71137,57.12766,295.47998,168.96042,126.519554,0.0,0.0,73.0,4.5,1.609969,26.565033
20200914T1000,24.11137,55.404255,439.66,263.45715,176.20284,0.0,0.0,59.0,7.2000003,5.0528407,85.91438
20200914T1100,25.48137,27.446808,538.45,334.55634,203.89368,0.0,0.0,50.0,51.0,7.9526596,95.19443
20200914T1200,26.241371,9.574467,616.77,395.6305,221.13951,0.0,0.0,47.0,79.0,7.342588,101.30993
20200914T1300,26.84137,22.340425,669.27997,431.0396,238.24037,0.0,0.0,46.0,59.0,6.638072,102.52881
20200914T1400,26.071371,60.0,683.52,439.55878,243.96126,0.0,0.0,50.0,0.0,4.6800003,112.61986
20200914T1500,26.491371,60.0,631.01,399.94464,231.06538,0.0,0.0,48.0,0.0,4.802999,102.99461
20200914T1600,26.64137,60.0,537.56,331.60483,205.95517,0.0,0.0,46.0,0.0,6.4799995,89.99999
20200914T1700,26.491371,60.0,407.62,241.87967,165.74033,0.0,0.0,45.0,0.0,6.8399997,89.99999
20200914T1800,26.071371,60.0,254.54,143.81213,110.72785,0.0,0.0,45.0,0.0,4.1046314,74.74488
20200914T1900,25.02137,60.0,90.78,48.438816,42.341183,0.0,0.0,54.0,0.0,3.2399998,360.0
20200914T2000,24.30137,11.65133,0.0,0.0,0.0,0.0,0.0,53.0,8.1,6.792466,327.99463
20200914T2100,22.84137,0.0,0.0,0.0,0.0,0.0,0.0,59.0,9.6,7.7043357,322.59467
20200914T2200,21.52137,0.0,0.0,0.0,0.0,0.0,0.0,64.0,11.400001,7.8954163,316.8476
20200914T2300,20.67137,0.0,0.0,0.0,0.0,0.0,0.0,66.0,11.1,7.928177,320.52753
20200915T0000,20.25137,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.90000004,8.209263,322.12503
20200915T0100,20.25137,0.0,0.0,0.0,0.0,0.0,0.0,58.0,25.0,7.24486,333.43497
20200915T0200,20.571371,0.0,0.0,0.0,0.0,0.0,0.0,55.0,13.0,5.937272,345.96375
20200915T0300,20.411371,0.0,0.0,0.0,0.0,0.0,0.0,55.0,19.0,5.0911684,351.8699
20200915T0400,20.28137,0.0,0.0,0.0,0.0,0.0,0.0,55.0,12.3,5.4477882,352.40536
20200915T0500,20.22137,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,6.12,360.0
20200915T0600,20.20137,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,6.4799995,360.0
20200915T0700,20.411371,25.416666,4.45,3.2354503,1.2145495,0.0,0.0,54.0,0.0,7.2805495,8.530762
20200915T0800,20.81137,60.0,118.369995,63.95131,54.418686,0.0,0.0,56.0,0.0,6.489992,19.440033
20200915T0900,22.39137,60.0,281.24,160.61987,120.620125,0.0,0.0,58.0,0.0,6.4096174,51.842773
20200915T1000,24.20137,60.0,430.75998,257.81366,172.94632,0.0,0.0,54.0,0.0,4.379589,80.537674
20200915T1100,25.45137,60.0,552.69,342.98993,209.70009,0.0,0.0,49.0,0.0,0.8049845,116.56505
20200915T1200,26.411371,60.0,636.35,404.60867,231.7413,0.0,0.0,46.0,0.0,1.4399999,180.0
20200915T1300,27.38137,60.0,677.29,435.6329,241.65707,0.0,0.0,44.0,0.0,2.0364676,135.0
20200915T1400,28.071371,60.0,671.06,430.9518,240.10818,0.0,0.0,41.0,0.0,4.1046314,127.874985
20200915T1500,28.401371,60.0,620.33,392.59436,227.73567,0.0,0.0,40.0,0.0,4.1046314,142.12502
20200915T1600,28.43137,60.0,525.99,323.94934,202.04063,0.0,0.0,40.0,0.0,3.0547013,135.0
20200915T1700,28.26137,60.0,396.94,235.13425,161.80576,0.0,0.0,41.0,0.0,3.0758414,69.443954
20200915T1800,27.85137,60.0,244.75,138.0212,106.728806,0.0,0.0,43.0,0.0,3.0758414,20.556046
20200915T1900,26.84137,60.0,82.77,44.075146,38.69485,0.0,0.0,48.0,0.0,5.315336,331.69925
20200915T2000,25.44137,10.716666,0.0,0.0,0.0,0.0,0.0,54.0,0.0,7.386582,313.0251
20200915T2100,23.96137,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,7.2,323.13013
20200915T2200,23.09137,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,7.491114,324.7824
20200915T2300,22.35137,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,7.42159,320.90616
20200916T0000,21.93137,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,7.2,323.13013
20200916T0100,21.89137,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,6.696387,323.74615
20200916T0200,21.911371,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,6.12,331.92752
20200916T0300,21.36137,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,4.829907,333.43497
20200916T0400,20.67137,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,3.5455887,336.0375
20200916T0500,20.59137,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,4.3349743,355.23636
20200916T0600,20.59137,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,5.04,360.0
20200916T0700,20.48137,24.1,4.45,3.7093048,0.74069494,0.0,0.0,59.0,0.0,5.04,360.0
20200916T0800,20.76137,53.61702,110.36,59.5464,50.813602,0.0,0.0,61.0,10.0,4.0249224,349.69516
20200916T0900,22.401371,53.61702,264.33,150.77567,113.55433,0.0,0.0,63.0,10.0,1.9386592,21.801407
20200916T1000,24.87137,60.0,414.74,247.92514,166.81485,0.0,0.0,54.0,0.0,2.52,89.99999
20200916T1100,26.71137,60.0,546.45996,338.71143,207.74852,0.0,0.0,49.0,0.0,4.8433046,138.01279
20200916T1200,27.81137,53.61702,603.42,388.2469,215.1731,0.0,0.0,39.0,10.0,8.891343,148.24051
20200916T1300,28.35137,60.0,666.61,428.20294,238.40703,0.0,0.0,36.0,0.0,8.089993,159.14554
20200916T1400,26.901371,40.851063,642.58,416.77792,225.8021,0.0,0.0,42.0,30.000002,6.4799995,89.99999
20200916T1500,27.01137,0.0,525.99,362.1088,163.8812,0.0,0.0,42.0,100.0,7.2359104,84.289406
20200916T1600,26.94137,0.0,433.43,291.63147,141.79852,0.0,0.0,42.0,100.0,7.6367526,81.869896
20200916T1700,26.69137,0.0,347.99,207.97505,140.01494,0.0,0.0,42.0,100.0,6.379216,73.61045
20200916T1800,26.25137,0.0,220.72,124.23526,96.48474,0.0,0.0,43.0,100.0,4.5536795,71.56504
20200916T1900,25.48137,0.0,79.21,42.093563,37.116436,0.0,0.0,47.0,100.0,1.8,36.86989
20200916T2000,25.00137,0.0,0.0,0.0,0.0,0.0,0.0,49.0,100.0,5.8048253,330.25513
20200916T2100,23.69137,0.0,0.0,0.0,0.0,0.0,0.0,56.0,100.0,6.989936,325.4915
20200916T2200,22.47137,0.0,0.0,0.0,0.0,0.0,0.0,62.0,39.0,8.4963045,323.61566
20200916T2300,21.901371,0.0,0.0,0.0,0.0,0.0,0.0,64.0,100.0,11.874544,345.96375
20200917T0000,21.45137,0.0,0.0,0.0,0.0,0.0,0.0,64.0,34.0,17.654686,343.41266
20200917T0100,21.25137,0.0,0.0,0.0,0.0,0.0,0.0,63.0,100.0,21.746502,340.6652
20200917T0200,21.081371,0.0,0.0,0.0,0.0,0.0,0.0,61.0,10.0,22.427162,341.27423
20200917T0300,20.94137,0.0,0.0,0.0,0.0,0.0,0.0,61.0,35.0,22.314194,342.1497
20200917T0400,20.901371,0.0,0.0,0.0,0.0,0.0,0.0,61.0,100.0,23.110205,341.8473
20200917T0500,21.00137,0.0,0.0,0.0,0.0,0.0,0.0,60.0,10.0,23.83896,345.12433
20200917T0600,20.95137,0.0,0.0,0.0,0.0,0.0,0.0,60.0,4.2000003,23.233253,347.4712
20200917T0700,20.831371,18.905321,4.45,4.2610283,0.18897134,0.0,0.0,60.0,16.0,22.608458,350.83765
20200917T0800,21.51137,47.170216,91.67,49.39741,42.272587,0.0,0.0,60.0,20.1,22.91026,351.8699
20200917T0900,23.47137,58.468086,252.76,143.99649,108.76351,0.0,0.0,54.0,2.4,22.346113,357.2298
20200917T1000,25.071371,53.61702,427.19998,255.06165,172.13834,0.0,0.0,49.0,10.0,23.828083,4.332321
20200917T1100,25.67137,0.0,481.49,314.3311,167.1589,0.0,0.0,48.0,100.0,20.431387,14.281097
20200917T1200,25.96137,0.0,392.49,239.19728,153.29271,0.0,0.0,46.0,100.0,20.140705,24.274445
20200917T1300,25.81137,0.0,342.65,134.44455,208.20544,0.0,0.0,46.0,100.0,20.291357,25.201126
20200917T1400,25.35137,13.404254,269.66998,55.49797,214.17201,0.5,0.0,48.0,73.0,12.72283,25.114822
20200917T1500,25.81137,53.61702,312.38998,128.92822,183.46176,0.2,0.0,47.0,10.0,13.32,18.924637
20200917T1600,25.821371,53.61702,487.72,299.41003,188.30997,0.0,0.0,46.0,10.0,16.039202,9.0394745
20200917T1700,24.89137,53.61702,363.12,214.349,148.771,0.0,0.0,50.0,10.0,18.129137,6.8427734
20200917T1800,23.56137,60.0,226.95,127.49942,99.45058,0.0,0.0,54.0,0.0,17.462784,8.29715
20200917T1900,21.97137,42.127663,76.54,40.591434,35.948566,0.0,0.0,58.0,28.0,14.154915,7.3057404
20200917T2000,20.81137,4.184397,0.0,0.0,0.0,0.0,0.0,61.0,35.0,13.004921,4.7636414
20200917T2100,19.89137,0.0,0.0,0.0,0.0,0.0,0.0,64.0,9.0,10.853866,5.7105865
20200917T2200,18.88137,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,7.24486,26.565033
20200917T2300,17.70137,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,8.209263,52.125
20200918T0000,16.45137,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,5.315336,61.699234
20200918T0100,15.55137,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,3.6,53.130096
20200918T0200,14.751369,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1.484318,75.96376
20200918T0300,13.981369,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,1.9386592,158.1986
20200918T0400,13.251369,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,2.3051248,141.34018
20200918T0500,12.51137,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,2.4149535,206.56505
20200918T0600,11.941369,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,1.1384199,198.43495
20200918T0700,11.39137,21.466667,2.67,1.3378353,1.3321648,0.0,0.0,76.0,0.0,1.4399999,180.0
20200918T0800,11.831369,60.0,111.25,59.869434,51.380566,0.0,0.0,72.0,0.0,2.5455842,135.0
20200918T0900,13.151369,60.0,279.46,159.007,120.45299,0.0,0.0,68.0,0.0,4.2136917,160.01689
20200918T1000,14.4613695,60.0,436.1,260.05377,176.04623,0.0,0.0,62.0,0.0,6.924738,188.97263
20200918T1100,15.76137,60.0,563.37,348.33035,215.03964,0.0,0.0,57.0,0.0,6.9899354,191.88866
20200918T1200,16.88137,60.0,648.81,410.96973,237.84027,0.0,0.0,53.0,0.0,5.3999996,180.0
20200918T1300,17.92137,60.0,694.2,444.74075,249.45926,0.0,0.0,50.0,0.0,4.68,180.0
20200918T1400,19.22137,57.44681,679.95996,434.83185,245.1281,0.0,0.0,51.0,4.0,11.874544,104.03624
20200918T1500,19.35137,58.085106,627.45,395.3118,232.13821,0.0,0.0,49.0,3.0,11.879999,89.99999
20200918T1600,19.34137,58.085106,531.33,325.64874,205.68127,0.0,0.0,50.0,3.0,10.805999,88.09084
20200918T1700,19.071371,49.148937,400.5,235.99672,164.50328,0.0,0.0,52.0,17.0,8.669949,85.23635
20200918T1800,18.62137,60.0,242.08,135.73987,106.34013,0.0,0.0,53.0,0.0,7.6367526,81.869896
20200918T1900,17.79137,60.0,72.09,38.1864,33.903595,0.0,0.0,53.0,0.0,6.924738,81.02737
20200918T2000,16.821371,4.633333,0.0,0.0,0.0,0.0,0.0,56.0,0.0,6.28713,66.37062
20200918T2100,15.691369,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,6.3690495,47.29059
20200918T2200,14.991369,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,3.2399998,360.0
20200918T2300,14.481369,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,6.4096174,321.84277
20200919T0000,13.59137,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,7.928177,320.52753
20200919T0100,12.81137,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,8.161764,318.57635
20200919T0200,12.751369,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,8.404285,316.73572
20200919T0300,12.151369,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.1000004,7.653705,318.8141
20200919T0400,11.38137,0.0,0.0,0.0,0.0,0.0,0.0,73.0,24.6,7.145796,319.08563
20200919T0500,11.2113695,0.0,0.0,0.0,0.0,0.0,0.0,69.0,30.000002,4.1046314,322.12503
20200919T0600,11.161369,0.0,0.0,0.0,0.0,0.0,0.0,66.0,10.8,3.319036,40.601288
20200919T0700,11.09137,18.477978,2.67,1.6191201,1.05088,0.0,0.0,62.0,7.8,7.42159,39.09384
20200919T0800,11.951369,56.361702,120.15,64.57367,55.576336,0.0,0.0,61.0,5.7000003,6.3690495,42.70938
20200919T0900,14.531369,55.97872,287.47,163.35767,124.11233,0.0,0.0,53.0,6.3,5.4833565,113.19859
20200919T1000,15.67137,53.29787,436.99,260.26044,176.72955,0.0,0.0,47.0,10.5,5.1919937,146.30994
20200919T1100,16.77137,53.68085,556.25,343.49728,212.75272,0.0,0.0,44.0,9.900001,4.2136917,160.01689
20200919T1200,17.79137,40.851063,629.23,398.0537,231.17625,0.0,0.0,43.0,30.000002,4.3349743,175.23636
20200919T1300,18.77137,40.851063,625.67,409.02344,216.64655,0.0,0.0,40.0,30.000002,3.9763298,174.80557
20200919T1400,19.44137,40.851063,612.32,402.44794,209.87207,0.0,0.0,43.0,30.000002,11.525623,165.52971
20200919T1500,19.821371,40.851063,542.01,357.6521,184.3579,0.0,0.0,41.0,30.000002,11.252519,172.64761
20200919T1600,19.93137,40.851063,422.75,281.2212,141.52882,0.0,0.0,40.0,30.000002,9.9571085,167.47119
20200919T1700,19.821371,23.617023,312.38998,193.978,118.41198,0.0,0.0,38.0,57.0,8.209263,164.74487
20200919T1800,19.53137,19.787235,210.93,118.04673,92.88326,0.0,0.0,38.0,63.0,6.2145634,169.99202
20200919T1900,18.69137,0.0,66.75,35.321407,31.428593,0.0,0.0,42.0,100.0,4.32,180.0
20200919T2000,18.28137,0.0,0.0,0.0,0.0,0.0,0.0,45.0,100.0,1.609969,243.43495
20200919T2100,18.071371,0.0,0.0,0.0,0.0,0.0,0.0,44.0,100.0,2.5455842,315.0
20200919T2200,17.69137,0.0,0.0,0.0,0.0,0.0,0.0,44.0,100.0,4.39436,325.008
20200919T2300,16.911371,0.0,0.0,0.0,0.0,0.0,0.0,46.0,100.0,5.95906,334.98312
20200920T0000,15.981369,0.0,0.0,0.0,0.0,0.0,0.0,48.0,100.0,5.95906,334.98312
20200920T0100,15.251369,0.0,0.0,0.0,0.0,0.0,0.0,50.0,56.0,5.3999996,323.13013
20200920T0200,14.821369,0.0,0.0,0.0,0.0,0.0,0.0,50.0,37.0,4.829907,333.43497
20200920T0300,14.481369,0.0,0.0,0.0,0.0,0.0,0.0,49.0,55.0,4.0249224,333.43497
20200920T0400,14.14137,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,4.0249224,333.43497
20200920T0500,13.901369,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.1000001,4.896529,342.89728
20200920T0600,13.571369,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,4.829907,333.43497
20200920T0700,13.26137,18.833334,1.78,0.63221943,1.1477805,0.0,0.0,49.0,0.0,5.00128,329.7436
20200920T0800,13.371369,58.085106,109.47,58.75592,50.71408,0.0,0.0,52.0,3.0,3.396233,327.99463
20200920T0900,15.34137,55.404255,283.91,161.12964,122.78036,0.0,0.0,56.0,7.2000003,0.35999998,270.0
20200920T1000,17.821371,54.638298,432.53998,257.28772,175.25227,0.0,0.0,45.0,8.400001,1.835647,168.69006
20200920T1100,19.39137,52.148937,549.13,338.6725,210.4575,0.0,0.0,40.0,12.3,4.1046314,164.74487
20200920T1200,20.331371,0.0,577.61,373.36896,204.24101,0.0,0.0,37.0,100.0,6.725354,164.47589
20200920T1300,21.27137,0.0,573.16,394.97614,178.18382,0.0,0.0,36.0,97.0,6.28713,166.75948
20200920T1400,20.56137,48.127663,655.04,417.69415,237.34584,0.0,0.0,40.0,18.6,7.9036193,149.93141
20200920T1500,21.13137,41.42553,580.27997,364.47186,215.8081,0.0,0.0,39.0,29.1,7.9932966,144.16235
20200920T1600,21.34137,60.0,513.52997,313.7008,199.82915,0.0,0.0,40.0,0.0,8.587338,146.97614
20200920T1700,21.151371,60.0,380.03,223.13792,156.89207,0.0,0.0,41.0,0.0,7.754637,158.1986
20200920T1800,20.69137,59.04255,225.17,125.773735,99.39626,0.0,0.0,43.0,1.5,4.379589,170.53767
20200920T1900,19.89137,55.78723,69.42,36.696373,32.723625,0.0,0.0,47.0,6.6000004,2.0991426,239.03624
20200920T2000,19.581371,0.57774824,0.0,0.0,0.0,0.0,0.0,46.0,0.90000004,5.3517847,312.27368
20200920T2100,18.62137,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,6.9247384,332.10272
20200920T2200,17.34137,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2.4,7.42159,337.16635
20200920T2300,16.71137,0.0,0.0,0.0,0.0,0.0,0.0,55.0,4.8,6.763786,334.7989
20200921T0000,16.37137,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,5.634891,333.43497
20200921T0100,16.00137,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,4.829907,333.43497
20200921T0200,15.63137,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,3.5455887,336.0375
20200921T0300,15.201369,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,3.7064266,330.94543
20200921T0400,14.771369,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,3.5455887,336.0375
20200921T0500,14.611369,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,4.0249224,349.69516
20200921T0600,14.521369,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,4.0249224,349.69516
20200921T0700,14.35137,17.516666,0.89,0.03786093,0.85213906,0.0,0.0,57.0,0.0,3.7585104,343.30075
20200921T0800,14.831369,60.0,97.01,51.99916,45.01084,0.0,0.0,58.0,0.0,2.7416782,336.8014
20200921T0900,16.88137,60.0,259.88,147.3034,112.57661,0.0,0.0,59.0,0.0,0.71999997,89.99999
20200921T1000,19.22137,60.0,408.50998,242.68787,165.82211,0.0,0.0,51.0,0.0,2.9024127,119.74488
20200921T1100,20.79137,60.0,529.55,326.18127,203.3687,0.0,0.0,50.0,0.0,5.0911684,135.0
20200921T1200,22.10137,59.425533,609.64996,384.66168,224.98827,0.0,0.0,49.0,0.90000004,6.989936,145.49147
20200921T1300,23.18137,60.0,647.02997,412.8326,234.19736,0.0,0.0,48.0,0.0,7.4128532,150.94539
20200921T1400,22.88137,56.93617,639.91,407.4537,232.45627,0.0,0.0,47.0,4.8,8.049845,153.43495
20200921T1500,23.571371,59.61702,590.07,370.04587,220.02414,0.0,0.0,46.0,0.6,9.360001,157.38013
20200921T1600,23.831371,49.148937,490.38998,299.06598,191.32399,0.0,0.0,46.0,17.0,10.24578,161.56505
20200921T1700,23.62137,57.510635,373.8,219.08607,154.71391,0.0,0.0,47.0,3.9,9.531505,169.11447
20200921T1800,23.13137,55.531918,224.28,125.03466,99.24534,0.0,0.0,49.0,7.0,7.2,180.0
20200921T1900,22.25137,43.051594,63.19,33.36857,29.821428,0.0,0.0,53.0,25.0,4.3349743,175.23636
20200921T2000,21.581371,0.0,0.0,0.0,0.0,0.0,0.0,56.0,12.0,1.609969,116.56505
20200921T2100,21.05137,0.0,0.0,0.0,0.0,0.0,0.0,58.0,3.0,2.0991426,59.036232
20200921T2200,20.55137,0.0,0.0,0.0,0.0,0.0,0.0,59.0,43.0,2.52,360.0
20200921T2300,19.92137,0.0,0.0,0.0,0.0,0.0,0.0,61.0,64.0,4.0249224,349.69516
20200922T0000,19.19137,0.0,0.0,0.0,0.0,0.0,0.0,63.0,66.0,3.671294,11.309921
20200922T0100,18.72137,0.0,0.0,0.0,0.0,0.0,0.0,65.0,54.0,3.7064266,29.05458
20200922T0200,18.45137,0.0,0.0,0.0,0.0,0.0,0.0,66.0,37.0,3.5455887,23.962494
20200922T0300,17.84137,0.0,0.0,0.0,0.0,0.0,0.0,68.0,7.2000003,2.52,360.0
20200922T0400,17.28137,0.0,0.0,0.0,0.0,0.0,0.0,71.0,6.0,2.16,360.0
20200922T0500,16.85137,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2.1000001,2.52,360.0
20200922T0600,16.63137,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,3.2599385,6.340164
20200922T0700,16.53137,16.2,0.89,0.04659438,0.8434056,0.0,0.0,73.0,0.0,3.2399998,360.0
20200922T0800,16.831371,60.0,93.45,50.02417,43.425827,0.0,0.0,73.0,0.0,2.0991426,329.03625
20200922T0900,18.34137,60.0,254.54,144.09122,110.44878,0.0,0.0,70.0,0.0,0.0,180.0
20200922T1000,20.42137,58.085106,404.94998,240.26752,164.68246,0.0,0.0,64.0,3.0,2.2768397,161.56505
20200922T1100,22.01137,56.361702,525.99,323.5728,202.41716,0.0,0.0,58.0,5.7000003,5.0911684,171.8699
20200922T1200,23.25137,56.93617,603.42,380.22772,223.19228,0.0,0.0,55.0,4.8,6.5693827,170.53767
20200922T1300,24.21137,53.61702,629.23,400.9204,228.30956,0.0,0.0,51.0,10.0,8.350138,172.56859
20200922T1400,23.69137,60.0,638.13,405.72583,232.40417,0.0,0.0,55.0,0.0,10.105681,175.91438
20200922T1500,24.13137,53.61702,582.06,364.45276,217.60724,0.0,0.0,54.0,10.0,10.805999,181.90915
20200922T1600,24.20137,53.61702,467.25,284.47687,182.77312,0.0,0.0,53.0,10.0,10.086427,177.95459
20200922T1700,24.081371,56.170216,354.22,207.23647,146.98354,0.0,0.0,50.0,6.0,10.239453,169.87534
20200922T1800,23.55137,53.872337,219.83,122.31681,97.51319,0.0,0.0,52.0,9.6,9.605998,167.00539
20200922T1900,22.331371,38.55886,57.85,30.517113,27.332886,0.0,0.0,59.0,30.000002,9.19939,149.42078
20200922T2000,20.821371,0.0,0.0,0.0,0.0,0.0,0.0,67.0,77.0,9.449572,139.63547
20200922T2100,19.79137,0.0,0.0,0.0,0.0,0.0,0.0,69.0,72.0,6.12,151.9275
20200922T2200,19.11137,0.0,0.0,0.0,0.0,0.0,0.0,72.0,65.0,5.1919937,146.30994
20200922T2300,18.50137,0.0,0.0,0.0,0.0,0.0,0.0,74.0,42.0,4.829907,116.56505
20200923T0000,17.81137,0.0,0.0,0.0,0.0,0.0,0.0,77.0,6.9,5.2416787,74.054596
20200923T0100,17.04137,0.0,0.0,0.0,0.0,0.0,0.0,82.0,98.0,6.1305785,40.236343
20200923T0200,16.89137,0.0,0.0,0.0,0.0,0.0,0.0,83.0,100.0,4.6102495,38.659805
20200923T0300,16.69137,0.0,0.0,0.0,0.0,0.0,0.0,85.0,100.0,1.8,360.0
20200923T0400,16.45137,0.0,0.0,0.0,0.0,0.0,0.0,87.0,100.0,2.8799999,270.0
