location,Graz,Graz,Graz,Graz,Graz,Graz,Graz,Graz,Graz,Graz,Graz
lat,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876,47.05876
lon,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172,15.47172
asl,369.365,369.365,369.365,369.365,369.365,369.365,369.365,369.365,369.365,369.365,369.365
variable,Temperature,Sunshine Duration,Shortwave Radiation,Direct Shortwave Radiation,Diffuse Shortwave Radiation,Precipitation Total,Snowfall Amount,Relative Humidity,Cloud Cover Total,Wind Speed,Wind Direction
unit,°C,min,W/m²,W/m²,W/m²,mm,cm,%,%,km/h,°
level,2 m elevation corrected,sfc,sfc,sfc,sfc,sfc,sfc,2 m,sfc,10 m,10 m
resolution,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None,None,None,None,None,None
timestamp,Graz Temperature [2 m elevation corrected],Graz Sunshine Duration,Graz Shortwave Radiation,Graz Direct Shortwave Radiation,Graz Diffuse Shortwave Radiation,Graz Precipitation Total,Graz Snowfall Amount,Graz Relative Humidity [2 m],Graz Cloud Cover Total,Graz Wind Speed [10 m],Graz Wind Direction [10 m]
20200903T0900,16.26137,0.0,204.7,166.16057,38.53943,0.0,0.0,74.0,100.0,1.08,89.99999
20200903T1000,17.491371,0.0,282.13,177.98354,104.14647,0.0,0.0,67.0,100.0,2.9024127,187.12502
20200903T1100,17.54137,25.531916,176.22,4.463333,171.75667,0.1,0.0,66.0,54.0,4.6102495,231.3402
20200903T1200,17.831371,51.70213,256.32,36.74388,219.57613,0.0,0.0,62.0,13.0,5.154415,245.22485
20200903T1300,19.37137,55.531918,642.58,451.70416,190.87587,0.0,0.0,57.0,7.0,5.4477882,262.40536
20200903T1400,20.36137,60.0,720.89996,470.17004,250.72992,0.0,0.0,58.0,0.0,4.1046314,217.87498
20200903T1500,20.911371,60.0,684.41,440.4228,243.9872,0.0,0.0,54.0,0.0,3.563818,225.0
20200903T1600,21.161371,60.0,593.63,372.28217,221.34782,0.0,0.0,52.0,0.0,3.396233,237.99463
20200903T1700,21.14137,53.61702,462.8,279.6125,183.18748,0.0,0.0,50.0,10.0,3.9763298,264.80557
20200903T1800,20.95137,60.0,311.5,179.48987,132.01013,0.0,0.0,49.0,0.0,3.319036,257.4712
20200903T1900,20.50137,60.0,142.4,77.62788,64.77212,0.0,0.0,50.0,0.0,3.563818,225.0
20200903T2000,20.00137,34.716667,15.13,7.8906455,7.2393546,0.0,0.0,52.0,0.0,4.452954,255.96376
20200903T2100,19.10137,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,5.3517847,289.6538
20200903T2200,17.63137,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,6.1094027,315.0
20200903T2300,16.64137,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,6.696387,323.74615
20200904T0000,16.071371,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,5.904439,322.43143
20200904T0100,15.771369,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,6.1305785,319.76367
20200904T0200,15.72137,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,5.6233797,320.19443
20200904T0300,15.371369,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,6.1094027,315.0
20200904T0400,14.481369,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,5.8603754,312.51044
20200904T0500,13.791369,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,5.0911684,315.0
20200904T0600,13.35137,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,5.6233797,309.80557
20200904T0700,13.371369,39.8,17.8,9.307393,8.492606,0.0,0.0,62.0,0.0,4.8965297,306.02737
20200904T0800,14.441369,55.531918,160.2,87.75286,72.447136,0.0,0.0,64.0,7.0,3.2399998,270.0
20200904T0900,17.26137,55.531918,327.52,189.49559,138.0244,0.0,0.0,64.0,7.0,3.7585104,253.30075
20200904T1000,19.85137,60.0,473.47998,286.96786,186.51212,0.0,0.0,51.0,0.0,5.1919937,236.30994
20200904T1100,21.43137,60.0,594.52,373.60114,220.9189,0.0,0.0,45.0,0.0,7.2,233.1301
20200904T1200,22.52137,60.0,679.95996,437.91406,242.04591,0.0,0.0,42.0,0.0,7.8954163,223.15239
20200904T1300,23.55137,60.0,725.35,472.83972,252.51027,0.0,0.0,40.0,0.0,8.435069,219.80557
20200904T1400,24.23137,60.0,720.89996,469.60605,251.29391,0.0,0.0,43.0,0.0,8.714677,218.29016
20200904T1500,24.80137,60.0,672.83997,432.41595,240.42401,0.0,0.0,43.0,0.0,8.4963045,216.38435
20200904T1600,25.05137,60.0,582.06,364.50952,217.55046,0.0,0.0,44.0,0.0,8.39657,210.96376
20200904T1700,25.03137,60.0,455.68,274.88293,180.79706,0.0,0.0,45.0,0.0,7.24486,206.56505
20200904T1800,24.73137,60.0,306.16,176.11163,130.04837,0.0,0.0,46.0,0.0,5.5887027,194.93143
20200904T1900,23.911371,57.12766,152.19,82.80953,69.38047,0.0,0.0,51.0,4.5,4.452954,165.96376
20200904T2000,22.831371,32.75,14.24,7.41915,6.82085,0.0,0.0,56.0,0.0,4.452954,165.96376
20200904T2100,21.84137,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,2.4149535,153.43495
20200904T2200,21.35137,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,1.08,360.0
20200904T2300,20.821371,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,4.1046314,322.12503
20200905T0000,20.331371,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,5.315336,331.69925
20200905T0100,19.87137,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,5.154415,335.22485
20200905T0200,19.63137,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,4.0249224,333.43497
20200905T0300,19.27137,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,4.1046314,322.12503
20200905T0400,18.991371,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,3.396233,327.99463
20200905T0500,18.89137,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,2.4149535,333.43497
20200905T0600,18.23137,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.8049845,296.56506
20200905T0700,17.25137,38.5,16.02,8.371288,7.648712,0.0,0.0,73.0,0.0,0.8049845,206.56505
20200905T0800,17.53137,60.0,152.19,83.26421,68.92579,0.0,0.0,75.0,0.0,1.4399999,180.0
20200905T0900,19.43137,60.0,315.94998,182.5952,133.35478,0.0,0.0,72.0,0.0,2.0991426,149.03624
20200905T1000,21.491371,60.0,466.36,282.3467,184.01328,0.0,0.0,66.0,0.0,2.7416782,156.8014
20200905T1100,23.34137,60.0,590.07,370.40793,219.66208,0.0,0.0,60.0,0.0,4.1046314,164.74487
20200905T1200,24.88137,60.0,675.51,434.5743,240.9357,0.0,0.0,56.0,0.0,5.8603754,169.38034
20200905T1300,25.98137,60.0,720.89996,469.40463,251.49533,0.0,0.0,54.0,0.0,7.9932976,172.23483
20200905T1400,25.69137,60.0,718.23,467.30054,250.92943,0.0,0.0,53.0,0.0,8.905908,165.96376
20200905T1500,26.28137,60.0,669.27997,429.56573,239.71423,0.0,0.0,53.0,0.0,8.473393,167.73523
20200905T1600,26.661371,60.0,577.61,361.20697,216.40302,0.0,0.0,53.0,0.0,6.519877,173.6598
20200905T1700,26.651371,60.0,450.34,271.237,179.10298,0.0,0.0,52.0,0.0,3.6,180.0
20200905T1800,26.401371,60.0,299.93,172.23195,127.698044,0.0,0.0,53.0,0.0,2.1897945,170.53767
20200905T1900,25.741371,60.0,135.28,73.470245,61.809753,0.0,0.0,57.0,0.0,1.8,126.869896
20200905T2000,25.02137,30.783333,10.68,5.558852,5.121148,0.0,0.0,60.0,0.0,1.9386592,111.80141
20200905T2100,24.00137,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.35999998,89.99999
20200905T2200,23.34137,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,3.5455887,336.0375
20200905T2300,22.59137,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,4.6800003,337.38013
20200906T0000,21.651371,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,4.3498964,335.55603
20200906T0100,20.991371,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,5.3517847,340.3462
20200906T0200,20.50137,0.0,0.0,0.0,0.0,0.0,0.0,77.0,10.0,5.6920996,341.56506
20200906T0300,20.47137,0.0,0.0,0.0,0.0,0.0,0.0,73.0,10.0,5.634891,333.43497
20200906T0400,20.81137,0.0,0.0,0.0,0.0,0.0,0.0,67.0,10.0,7.072878,345.25644
20200906T0500,20.42137,0.0,0.0,0.0,0.0,0.0,0.0,68.0,10.200001,5.8603754,349.38034
20200906T0600,19.901371,0.0,0.0,0.0,0.0,0.0,0.0,72.0,100.0,4.829907,333.43497
20200906T0700,19.38137,0.0,7.12,3.8987792,3.2212207,0.0,0.0,76.0,100.0,4.0249224,333.43497
20200906T0800,19.661371,8.297872,56.96,28.726517,28.233482,0.0,0.0,77.0,81.0,0.8049845,26.565033
20200906T0900,20.68137,0.0,178.89,124.623146,54.266853,0.0,0.0,78.0,100.0,4.072935,135.0
20200906T1000,21.86137,0.0,185.12,49.25212,135.86787,0.0,0.0,73.0,100.0,3.563818,135.0
20200906T1100,22.23137,0.0,203.81,25.245453,178.56454,0.0,0.0,70.0,100.0,1.2979984,146.30994
20200906T1200,22.20137,12.765956,159.31,5.2434235,154.06657,0.1,0.0,67.0,74.0,0.8049845,243.43495
20200906T1300,22.491371,14.042552,288.36,52.88965,235.47034,0.3,0.0,65.0,72.0,3.8773184,291.8014
20200906T1400,22.60137,0.0,357.78,129.02956,228.75044,0.2,0.0,65.0,100.0,3.396233,302.00537
20200906T1500,22.87137,0.0,337.31,131.02771,206.28229,0.2,0.0,63.0,100.0,3.396233,302.00537
20200906T1600,22.61137,0.0,282.13,111.47075,170.65926,0.2,0.0,63.0,100.0,4.452954,284.03625
20200906T1700,22.93137,52.531914,364.00998,238.40579,125.60419,0.0,0.0,61.0,11.700001,4.2136917,289.98312
20200906T1800,22.52137,40.851063,289.25,165.81277,123.43722,0.0,0.0,61.0,30.000002,2.2768397,288.43497
20200906T1900,22.17137,0.0,132.61,71.88448,60.725517,0.0,0.0,63.0,100.0,0.35999998,180.0
20200906T2000,21.821371,0.0,8.01,4.339095,3.6709054,0.2,0.0,66.0,100.0,1.835647,191.30994
20200906T2100,21.491371,0.0,0.0,0.0,0.0,0.2,0.0,69.0,100.0,2.8116899,129.80557
20200906T2200,20.55137,0.0,0.0,0.0,0.0,0.0,0.0,74.0,100.0,4.0249224,116.56505
20200906T2300,19.68137,0.0,0.0,0.0,0.0,0.6,0.0,79.0,100.0,1.08,89.99999
20200907T0000,19.27137,0.0,0.0,0.0,0.0,0.4,0.0,82.0,100.0,1.8,270.0
20200907T0100,18.92137,0.0,0.0,0.0,0.0,0.4,0.0,83.0,100.0,2.1897945,260.5377
20200907T0200,18.30137,0.0,0.0,0.0,0.0,0.1,0.0,85.0,100.0,3.5455887,246.0375
20200907T0300,17.80137,0.0,0.0,0.0,0.0,0.1,0.0,86.0,100.0,2.9024127,240.25513
20200907T0400,17.55137,0.0,0.0,0.0,0.0,0.0,0.0,86.0,100.0,1.5273507,225.0
20200907T0500,17.34137,0.0,0.0,0.0,0.0,0.3,0.0,88.0,100.0,2.1897945,279.46234
20200907T0600,17.09137,0.0,0.0,0.0,0.0,0.4,0.0,88.0,100.0,4.0249224,333.43497
20200907T0700,16.95137,0.0,2.67,0.09264803,2.577352,0.0,0.0,85.0,100.0,5.315336,331.69925
20200907T0800,16.73137,0.0,20.47,0.5771141,19.892885,0.2,0.0,83.0,100.0,7.289445,327.0948
20200907T0900,16.79137,0.0,45.39,0.8632736,44.526726,0.1,0.0,78.0,100.0,10.931203,342.75854
20200907T1000,17.06137,0.0,69.42,1.0656052,68.35439,0.1,0.0,76.0,100.0,11.435313,331.8214
20200907T1100,17.51137,0.0,105.909996,2.178299,103.7317,0.1,0.0,73.0,100.0,10.105681,355.91437
20200907T1200,18.18137,0.0,157.53,5.1433716,152.38663,0.0,0.0,68.0,100.0,8.669949,355.23636
20200907T1300,19.04137,0.0,242.97,18.255539,224.71446,0.0,0.0,63.0,100.0,11.928989,354.8056
20200907T1400,20.81137,51.06383,541.12,447.93378,93.18621,0.0,0.0,58.0,14.0,4.1046314,217.87498
20200907T1500,21.46137,48.51064,404.06,233.58957,170.47043,0.0,0.0,57.0,18.0,4.8433046,228.01279
20200907T1600,21.12137,49.787235,273.22998,102.72154,170.50844,0.0,0.0,58.0,16.0,3.396233,212.00539
20200907T1700,21.52137,52.97872,287.47,218.91635,68.55364,0.0,0.0,57.0,11.0,2.3051248,141.34018
20200907T1800,21.25137,53.61702,216.26999,135.01245,81.25754,0.0,0.0,58.0,10.0,4.6102495,128.6598
20200907T1900,21.01137,46.595745,52.51,37.03533,15.474665,0.0,0.0,58.0,21.0,5.904439,127.56859
20200907T2000,20.17137,0.0,2.67,0.5954287,2.0745714,0.0,0.0,58.0,100.0,4.802999,102.99461
20200907T2100,19.241371,0.0,0.0,0.0,0.0,0.0,0.0,63.0,100.0,5.3517847,47.726303
20200907T2200,18.491371,0.0,0.0,0.0,0.0,0.0,0.0,69.0,100.0,5.8603754,10.619659
20200907T2300,18.331371,0.0,0.0,0.0,0.0,0.0,0.0,69.0,100.0,5.4833565,336.8014
20200908T0000,17.09137,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,4.5536795,341.56506
20200908T0100,15.731369,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,4.896529,342.89728
20200908T0200,14.81137,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,5.1544156,347.90524
20200908T0300,14.10137,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,4.198285,329.03625
20200908T0400,13.55137,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,3.563818,315.0
20200908T0500,13.231369,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,2.5455842,315.0
20200908T0600,13.111369,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,2.0991426,300.96378
20200908T0700,13.26137,34.583332,12.46,6.4983606,5.9616394,0.0,0.0,74.0,0.0,3.6,306.8699
20200908T0800,14.571369,59.361702,144.18,78.59166,65.58833,0.0,0.0,73.0,1.0,2.6208394,254.0546
20200908T0900,16.64137,48.51064,311.5,179.40385,132.09615,0.0,0.0,67.0,18.0,4.3349743,131.63353
20200908T1000,18.12137,60.0,461.02,278.18863,182.83136,0.0,0.0,58.0,0.0,6.4096174,128.15723
20200908T1100,19.10137,60.0,583.83997,365.29184,218.54813,0.0,0.0,55.0,0.0,5.5887027,165.06857
20200908T1200,19.85137,60.0,669.27997,429.12177,240.15819,0.0,0.0,54.0,0.0,5.8048253,187.12502
20200908T1300,20.61137,60.0,714.67,463.71692,250.95306,0.0,0.0,53.0,0.0,5.5887027,194.93143
20200908T1400,21.28137,60.0,714.67,463.2493,251.42068,0.0,0.0,48.0,0.0,4.5536795,198.43495
20200908T1500,21.86137,60.0,664.83,424.99127,239.83875,0.0,0.0,48.0,0.0,5.95906,205.01689
20200908T1600,22.14137,60.0,572.27,356.29834,215.9717,0.0,0.0,49.0,0.0,6.28713,203.62938
20200908T1700,22.12137,60.0,443.22,265.6678,177.55222,0.0,0.0,50.0,0.0,5.634891,206.56505
20200908T1800,21.84137,60.0,290.13998,165.73462,124.405365,0.0,0.0,51.0,0.0,5.00128,210.25644
20200908T1900,21.19137,60.0,123.71,66.80109,56.908913,0.0,0.0,54.0,0.0,3.8268526,221.18593
20200908T2000,20.64137,24.816668,6.23,3.3683143,2.8616858,0.0,0.0,57.0,0.0,2.9024127,262.875
20200908T2100,20.23137,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,3.7064266,299.0546
20200908T2200,19.59137,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,5.1165614,320.7106
20200908T2300,18.52137,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,6.297428,329.03625
20200909T0000,17.55137,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,5.692099,325.30484
20200909T0100,17.06137,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,5.6233797,320.19443
20200909T0200,16.87137,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,5.315336,331.69925
20200909T0300,16.411371,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,4.510787,331.38956
20200909T0400,15.831369,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,4.0249224,333.43497
20200909T0500,15.491369,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,3.96,360.0
20200909T0600,15.35137,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,3.96,360.0
20200909T0700,15.291369,33.283333,11.57,6.030228,5.5397716,0.0,0.0,77.0,0.0,3.96,360.0
20200909T0800,16.04137,60.0,142.4,77.52453,64.875465,0.0,0.0,76.0,0.0,1.4399999,360.0
20200909T0900,18.35137,60.0,308.83,177.65764,131.17235,0.0,0.0,70.0,0.0,2.5959969,146.30994
20200909T1000,20.13137,60.0,461.02,277.87357,183.14642,0.0,0.0,64.0,0.0,4.379589,170.53767
20200909T1100,21.44137,60.0,585.62,365.9926,219.62737,0.0,0.0,58.0,0.0,6.489992,176.82018
20200909T1200,22.53137,60.0,671.95,430.3375,241.61252,0.0,0.0,54.0,0.0,7.5599995,180.0
20200909T1300,23.52137,60.0,716.45,464.31223,252.13779,0.0,0.0,49.0,0.0,9.0645685,186.84277
20200909T1400,23.331371,60.0,714.67,462.65588,252.01411,0.0,0.0,53.0,0.0,10.440001,180.0
20200909T1500,23.86137,60.0,663.05,423.2682,239.78178,0.0,0.0,52.0,0.0,9.36,180.0
20200909T1600,24.151371,60.0,568.70996,353.55048,215.15947,0.0,0.0,51.0,0.0,8.64,180.0
20200909T1700,24.081371,60.0,437.88,262.03705,175.84296,0.0,0.0,52.0,0.0,7.5599995,180.0
20200909T1800,23.69137,60.0,283.91,161.88576,122.02425,0.0,0.0,54.0,0.0,5.7599998,180.0
20200909T1900,22.94137,60.0,117.479996,63.313385,54.16661,0.0,0.0,57.0,0.0,3.6,180.0
20200909T2000,22.26137,22.816668,4.45,2.7683377,1.6816621,0.0,0.0,61.0,0.0,2.2768397,198.43495
20200909T2100,21.84137,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,1.5273507,315.0
20200909T2200,21.151371,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,3.8773184,338.1986
20200909T2300,20.331371,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,5.8048253,330.25513
20200910T0000,19.34137,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,5.6002855,315.0
20200910T0100,18.63137,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,5.8048253,299.74487
20200910T0200,18.04137,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,6.489992,326.30994
20200910T0300,18.29137,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,6.297428,329.03625
20200910T0400,17.88137,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,5.495161,301.6075
20200910T0500,17.43137,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,5.00128,300.25644
20200910T0600,17.00137,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,4.829907,296.56506
20200910T0700,16.94137,31.966667,9.79,5.2501054,4.5398946,0.0,0.0,77.0,0.0,4.510787,298.61047
20200910T0800,17.63137,60.0,135.28,73.55612,61.723873,0.0,0.0,77.0,0.0,3.219938,296.56506
20200910T0900,19.81137,60.0,299.04,171.82326,127.21675,0.0,0.0,71.0,0.0,5.0911684,315.0
20200910T1000,21.89137,60.0,449.44998,270.59094,178.85902,0.0,0.0,63.0,0.0,9.504272,322.69604
20200910T1100,23.69137,60.0,573.16,357.79858,215.36139,0.0,0.0,53.0,0.0,10.703569,317.72632
20200910T1200,25.01137,60.0,658.6,421.29767,237.30232,0.0,0.0,44.0,0.0,11.212135,317.60257
20200910T1300,25.94137,60.0,703.99,455.68298,248.307,0.0,0.0,39.0,0.0,10.144082,332.52557
20200910T1400,26.13137,53.61702,685.3,443.0694,242.23059,0.0,0.0,44.0,10.0,1.484318,345.96375
20200910T1500,26.51137,53.61702,617.66,398.16916,219.49081,0.0,0.0,43.0,10.0,2.2768397,108.434944
20200910T1600,26.571371,53.61702,528.66,328.156,200.50397,0.0,0.0,43.0,10.0,4.2136917,109.9831
20200910T1700,26.34137,53.61702,412.07,246.18552,165.88449,0.0,0.0,43.0,10.0,6.28713,113.62937
20200910T1800,25.84137,53.61702,272.34,155.00941,117.33058,0.0,0.0,46.0,10.0,7.8954163,114.22774
20200910T1900,24.60137,55.212765,116.59,62.710907,53.87909,0.0,0.0,53.0,7.5000005,8.473393,102.26477
20200910T2000,22.92137,19.089327,4.45,2.4772272,1.9727726,0.0,0.0,59.0,7.8,8.12197,77.19573
20200910T2100,21.54137,0.0,0.0,0.0,0.0,0.0,0.0,64.0,9.6,10.787993,64.29004
20200910T2200,20.39137,0.0,0.0,0.0,0.0,0.0,0.0,67.0,30.000002,9.504272,52.696053
20200910T2300,19.73137,0.0,0.0,0.0,0.0,0.0,0.0,70.0,11.1,7.42159,39.09384
20200911T0000,19.651371,0.0,0.0,0.0,0.0,0.0,0.0,70.0,8.700001,5.95906,25.016876
20200911T0100,19.04137,0.0,0.0,0.0,0.0,0.0,0.0,73.0,9.6,4.32,360.0
20200911T0200,18.59137,0.0,0.0,0.0,0.0,0.0,0.0,76.0,5.4,3.0758414,339.44397
20200911T0300,18.39137,0.0,0.0,0.0,0.0,0.0,0.0,76.0,5.4,3.8939953,303.69006
20200911T0400,18.02137,0.0,0.0,0.0,0.0,0.0,0.0,76.0,6.6000004,5.1919937,303.69006
20200911T0500,17.661371,0.0,0.0,0.0,0.0,0.0,0.0,77.0,8.1,6.193674,305.5377
20200911T0600,17.34137,0.0,0.0,0.0,0.0,0.0,0.0,78.0,9.0,6.696387,306.25385
20200911T0700,17.241371,26.947517,10.68,5.5590386,5.1209617,0.0,0.0,79.0,11.400001,5.1919937,326.30994
20200911T0800,18.03137,45.31915,126.38,68.63066,57.74934,0.0,0.0,78.0,23.0,2.6208394,285.9454
20200911T0900,20.10137,0.0,245.64,143.96158,101.67842,0.0,0.0,71.0,100.0,1.4399999,89.99999
20200911T1000,21.62137,47.234047,388.93,243.70033,145.22966,0.0,0.0,63.0,20.0,5.5887027,75.06858
20200911T1100,22.61137,58.085106,564.26,351.8393,212.42073,0.0,0.0,59.0,3.0,4.0249224,79.695145
20200911T1200,23.52137,53.61702,619.44,403.66748,215.77252,0.0,0.0,57.0,10.0,3.9763298,84.805565
20200911T1300,24.43137,53.61702,651.48,435.48547,215.9945,0.0,0.0,54.0,10.0,5.7599998,89.99999
20200911T1400,24.09137,53.61702,655.04,433.46942,221.57054,0.0,0.0,53.0,10.0,2.9024127,97.125015
20200911T1500,24.651371,53.61702,611.43,394.1792,217.25078,0.0,0.0,51.0,10.0,3.5455887,113.96249
20200911T1600,25.01137,57.89362,533.11,330.41492,202.69507,0.0,0.0,49.0,3.3000002,3.8268526,131.18591
20200911T1700,24.94137,57.510635,428.09,255.33272,172.75728,0.0,0.0,49.0,3.9,3.219938,153.43495
20200911T1800,24.581371,57.510635,281.24,159.78609,121.4539,0.0,0.0,49.0,3.9,2.3051248,141.34018
20200911T1900,23.92137,58.085106,117.479996,63.065693,54.414303,0.0,0.0,52.0,3.0,1.4399999,89.99999
20200911T2000,23.26137,18.592907,3.56,2.053502,1.5064977,0.0,0.0,56.0,1.2,4.2136917,19.983109
20200911T2100,22.05137,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.6,7.208994,2.8624115
20200911T2200,20.76137,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.3,7.69592,349.2157
20200911T2300,20.02137,0.0,0.0,0.0,0.0,0.0,0.0,68.0,11.400001,7.42159,337.16635
20200912T0000,19.31137,0.0,0.0,0.0,0.0,0.0,0.0,69.0,8.700001,7.289444,339.77515
20200912T0100,18.85137,0.0,0.0,0.0,0.0,0.0,0.0,66.0,5.7000003,7.5170207,343.30075
20200912T0200,18.72137,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,7.342588,348.69006
20200912T0300,19.13137,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,7.2805495,351.46924
20200912T0400,19.27137,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,6.924738,351.02737
20200912T0500,19.11137,0.0,0.0,0.0,0.0,0.0,0.0,55.0,7.5000005,7.2359104,354.28943
20200912T0600,19.00137,0.0,0.0,0.0,0.0,0.0,0.0,57.0,12.0,7.5685663,357.2737
20200912T0700,18.87137,25.430285,9.79,5.0924096,4.6975904,0.0,0.0,60.0,12.6,7.208994,357.13757
20200912T0800,19.09137,55.02128,140.62,76.2671,64.3529,0.0,0.0,64.0,7.8,4.32,360.0
20200912T0900,21.10137,56.170216,302.6,173.45525,129.14476,0.0,0.0,62.0,6.0,4.379589,80.537674
20200912T1000,22.96137,55.595745,446.78,268.36218,178.41782,0.0,0.0,53.0,6.9,4.6800003,112.61986
20200912T1100,24.081371,55.595745,563.37,350.87573,212.49426,0.0,0.0,50.0,6.9,4.1046314,127.874985
20200912T1200,25.10137,55.404255,642.58,410.0785,232.50154,0.0,0.0,47.0,7.2000003,5.3517847,137.72632
20200912T1300,25.86137,55.404255,683.52,441.33914,242.18088,0.0,0.0,45.0,7.2000003,4.8433046,138.01279
20200912T1400,25.47137,60.0,684.41,441.33032,243.07965,0.0,0.0,48.0,0.0,6.5693827,170.53767
20200912T1500,25.901371,60.0,639.02,406.20764,232.8124,0.0,0.0,45.0,0.0,6.849467,176.98721
20200912T1600,26.00137,60.0,545.57,337.61295,207.95706,0.0,0.0,45.0,0.0,7.2,180.0
20200912T1700,25.831371,60.0,417.41,248.5421,168.8679,0.0,0.0,45.0,0.0,5.8048253,187.12502
20200912T1800,25.37137,60.0,265.22,150.40704,114.81296,0.0,0.0,47.0,0.0,3.563818,225.0
20200912T1900,24.61137,60.0,100.57,53.880157,46.689842,0.0,0.0,49.0,0.0,2.5455842,278.1301
20200912T2000,24.151371,16.156595,1.78,0.9610436,0.8189564,0.0,0.0,51.0,3.6000001,4.8433046,318.01282
20200912T2100,23.30137,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,6.9247384,332.10272
20200912T2200,21.88137,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,6.9527545,338.7495
20200912T2300,21.10137,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,6.6087217,330.64227
20200913T0000,20.28137,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,6.4096174,321.84277
20200913T0100,19.36137,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,6.489992,326.30994
20200913T0200,18.68137,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,7.289444,339.77515
20200913T0300,17.64137,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,7.628263,340.70996
20200913T0400,17.37137,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,8.089993,339.14557
20200913T0500,17.10137,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,7.172949,342.47443
20200913T0600,16.70137,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,6.6185193,337.61987
